Project ID,Project Title,Budget,Country,Country Code,Link,Donors,VF or Non-VF,Output Count,Direct Beneficiaries,GHG Emissions Reduction,description,sdgs,solution,Gender Marker
1000353,Strengthening Smallholder Farmers and Micro/Home-Based Agriculture industries for Enhanced Food & Livelihood Security,24533.0,Sri Lanka,LKA,https://open.undp.org/projects/00100353 ,Japan,Non-VF,1,18.0,0.0,,,,GEN2
106888,Promotion des Petites Centrales Hydroélectriques/PSA,1500000.0,Central African Republic,CAF,https://open.undp.org/projects/00105867,,Non-VF,1,19000.0,0.0,,,,GEN3
5680,Small hydropower based mini-grids,2645000.0,Central African Republic,CAF,PIMS+,,VF,1,429636.0,0.0,"This project aims to promote investment in small hydropower-based mini-grids to provide electricity services to the rural areas and formulate an appropriate business model that will ensure the sustainability of mini-grids based on small hydropower development in the country. It will do so by leveraging almost $ 16.7 million in multilateral and private sector financing over its five-year implementation period. Over the same period, 4 small hydropower stations will be developed to supply electricity services to an equal number of villages through mini-grids for income-generating activities and household/community use. Energisation of the villages will result in generation of some 39,770 MWh of electricity over the project timeframe and an annual generation of 14,535 MWh will be sustained over an expected 25-year projected life of the installations. This, in turn, will result in avoiding 35,000 tonnes of CO2 during the 5-year project period and 13,000 tonnes of CO2 thereafter annually over the remaining almost 21-23 years of the equipment useful life. Finally, over the 25-year projected lifetime of the equipment, 327,250 tonnes of CO2 will be avoided.",,,Missing
142609,Assist NDC implementation in Albania,127205.0,Albania,ALB,http://open.undp.org/projects/00142609,"['GOVERNMENT OF GERMANY', 'GOVERNMENT OF JAPAN']",Non-VF,3,11924.0,0.0,Market transformation for solar energy PV acceleration in Albania,"[15, 7]",['Others'],Missing
132984,Croatia Education Recovery Support (Albania),1194743.13,Albania,ALB,https://open.undp.org/projects/00132984,Government of Croatia,Non-VF,2,340.0,0.0,,,,Missing
129778,Community Infrastructure Support (Albania),2611239.0,Albania,ALB,https://open.undp.org/projects/00129778,Government Of Albania; MPTF-SDGs Aceeleration Fund for Albania,Non-VF,1,906.0,0.0,,,,Missing
126861,EU4Schools Phase I (Albania),16955148.23,Albania,ALB,https://open.undp.org/projects/00126861,European Commision,Non-VF,1,1429.0,0.0,,,,Missing
129706,EU4Schools Phase II (Albania),67752565.21,Albania,ALB,https://open.undp.org/projects/00129706,European Commision,Non-VF,1,4313.0,0.0,,,,Missing
115727,Upper Nile University,124570.12,South Sudan,SSD,,Japan,Non-VF,1,1500.0,0.0,,,,Missing
"00080877, 00097821, 00080982, 00109097",UNDP Country Office ,518743.75,South Sudan,SSD,,UNDP,Non-VF,1,3500.0,0.0,,,,Missing project id
93664,State Revenue Authority (SRA),246584.79,South Sudan,SSD,,UNDP,Non-VF,1,100.0,0.0,,,,Missing
104022,Police Office Training Facility,186391.71,South Sudan,SSD,,UNDP,Non-VF,2,6200.0,0.0,,,,Missing
101178,Ministry of Local Government and Law Enforcement ,149770.73,South Sudan,SSD,,UNDP,Non-VF,1,25.0,0.0,,,,Missing
"00104634, 00104636","Disarmament, Demobilization and Reintegration (DDR)",118418.0,South Sudan,SSD,,UNDP,Non-VF,1,60.0,0.0,,,,Missing project id
125900, Global Fund Project - Solar for Health,6268828.8,South Sudan,SSD,,UNDP,Non-VF,1,9000000.0,0.0,,,,Missing
99918,Support to SDGs localization in Ukraine,6817448.0,Ukraine,UKR,http://open.undp.org/projects/00099918,"['Deutsche Gesellschaft fÃ¼r Internationale Zusammenarbeit', 'EUROPEAN COMMISSION', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)', 'UNITED NATIONS DEVELOPMENT PRO']",,1,0.0,0.0,Supporting the implementation of the Sustainable Development Goals locally in Ukraine.,"[10, 4, 7, 8, 9]","['Keeping people out of poverty', 'Close the energy gap']",Missing
4114,EE in Public Buildings,5480000.0,Ukraine,UKR,PIMS+,,,1,0.0,0.0,"The objective of this project is to accelerate implementation of energy efficiency measures in public buildings in Ukraine through the ESCO modality, utilising EPC contracts, by leveraging over significant private sector investment over its five-year implementation period, including through the launching of a financial support mechanism, as well as by introducing a single nationwide energy management information systems (EMIS) for Ukraine.",,,Missing
1000157,Promotion of Human Security ,40000000.0,Ukraine,UKR,,Japan,,4,0.0,0.0,,,,GEN2
134106,Winterization/Energy Sector Recovery ,64600000.0,Ukraine,UKR,,Japan,,13,4500000.0,0.0,,,,GEN2
142763,PDL-145 Territoires,619829499.0,Dem. Rep. of the Congo,COD,https://open.undp.org/projects/00142763,"['GOVERNMENT OF DEMOCRATIC REPUBLIC OF THE', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,4,26346760.0,0.0,"Le Programme de développement local des 145 Territoires vise à contribuer à l’amélioration significativement des conditions de vie des populations, principalement rurales.",[7],['Close the energy gap'],Missing
127148,Projet Green Energy post COVID 19 : “Accès à l’énergie verte pour atténuer les impacts de la COVID-19,900000.0,Dem. Rep. of the Congo,COD,,PNUD,Non-VF,1,239.75,0.0,,,,Missing
6702,National child project under the GEF Africa Minigrids Program,500000.0,Dem. Rep. of the Congo,COD,PIMS+,GEF,VF,1,0.0,0.0,,,,Missing
4690,Congo Kinshasa Microhydro,3187669.0,Dem. Rep. of the Congo,COD,PIMS+,GEF,VF,1,175000.0,0.0,To promote investment in mini and micro hydropower (MHP)-based mini-grids for rural electrification in the Democratic Republic of Congo,,,Missing
101442,Programme de Consommation Durable et Substitution partielle au bois énergie (Programme Energie-Fonaredd),15000000.0,Dem. Rep. of the Congo,COD,https://open.undp.org/projects/00101442,"['CAFI National Investment Programme Framework', 'MPTF- Cntrl African Forest Initiative fund (AFI00)', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,3,1750000.0,0.0,Ce programme contribue à la bonne gouvernance du programme REDD+ en Republique democratique du Congo,"[1, 13, 15, 2, 7, 9]","['Promote nature-based solutions for a sustainable planet', 'Close the energy gap']",Missing
107168,Programme Environnement et Gest. Durable du Capital Nat,5628899.0,Guinea,GIN,http://open.undp.org/projects/00107168,UNDP,Non-VF,6,11180.0,0.0,,,,Missing
107166,Gestion Intégrée des Ressources Naturelles,7460274.0,Guinea,GIN,https://open.undp.org/projects/00107166,"GEF
UNDP",Non-VF,1,35145.0,0.0,,,,Missing
135006,Libyan electricity & water sector stabilization support,655444.0,Libya,LBY,http://open.undp.org/projects/00135006,['MPTFO-Libyan Electricity Sector Stabilization and Transition Support (LESST) Joint Programme'],Non-VF,1,0.0,0.0,"The project supports the stabilization, reform and transition of the national electricity sector. It focuses on supporting the state operated and owned utilities and ministries to maintain critical electricity and power related water supply services","[12, 16, 7]","['Strengthen effective, inclusive and accountable governance']",Missing
92045,Hydrogen Economy Pilot Project,11659101.0,China,CHN,http://open.undp.org/projects/00092045,['GOVERNMENT OF CHINA'],Non-VF,3,2200000.0,0.0,"This project aims to demonstrate the application of hydrogen production and technology in the field of manufacturing and consumer, and build the first “Hydrogen City” to demonstrate the hydrogen economy.","[13, 7, 9]",['Enhance national prevention and recovery capacities for resilient societies'],Missing
119001,UNDP-China Greater Bay Area Hydrogen Economy Vocational,7358188.0,China,CHN,http://open.undp.org/projects/00119001,['GOVERNMENT OF CHINA'],Non-VF,2,0.0,0.0,"UNDP-China Greater Bay Area Hydrogen Economy Vocational College Project in Foshan, Guangdong Province","[16, 17, 7]","['Strengthen effective, inclusive and accountable governance']",Missing
119439,Trilateral cooperation on Renewable Energy in Ethiopia,439401.0,China,CHN,http://open.undp.org/projects/00119439,"['MINISTRY OF COMMERCE, CHINA']",Non-VF,2,0.0,40.0,Biogas and Solar Trilateral Cooperation - Transitioning to Sustainable Energy Uses in the Agro-Industry in China – Ethiopia.,"[13, 17, 7]",['Keeping people out of poverty'],GEN2
6618,PhosChemEE,9343379.0,China,CHN,PIMS+,,VF,2,1200000.0,35990000.0,Acceleration of low-carbon development of phosphorus chemical industry chain in China to contribute to global climate change mitigation and the achievement of the United Nations sustainable development goals (SDG),,,Missing
6431,EZCERTV,8932420.0,China,CHN,PIMS+,,VF,2,918500.0,4079000.0,Project Objective: Facilitation of the enhanced applications of renewable energy-based power generation and energy efficiency technologies in rural China for supporting rural development and achieving the UN Sustainable Development Goals.,,,Missing
5395,Public Sector Buildings EE (PSBEE),8932420.0,China,CHN,PIMS+,,VF,1,0.0,55700.0,"The public sector in China includes the national and local government-owned and operated institutions and facilities that provide service to the general public. These include buildings of government (central and local) ministries/departments, quasi-government organizations and associations whose operating budget comes from the Chinese government. To facilitate the widespread practice and application of energy conservation and energy efficiency (EC&EE) in the public sector, the National Government Offices Administration (NGOA) established its Energy Conservation Management Division (ECMD) in 2010, making it responsible for advancing, guiding, coordinating and supervising the implementation of EC&EE initiatives in the public sector in China. It has issued a number of administrative actions on EC&EE in the public sector during the 12th Five-Year Plan (12th FYP) period and has so far realized modest achievements. Even though the public sector in China has realized some achievements in EC&EE and in the application of low carbon technologies, energy utilization efficiency and reduction in specific energy consumption in the public sector can be further improved in the coming 13th FYP periods. This existing situation can be greatly improved through improving barriers, including: integrating policy and regulatory frameworks, evaluations systems, market-oriented financing mechanism, and improved outreach and professional capacity building.",,,Missing
144123,UNDP-NIO CLEAN PARK PROJECT,697979.0,China,CHN,https://open.undp.org/projects/00144123,,Non-VF,1,100000.0,0.0,,,,Missing
141744,JSB - Net Zero Emissions,1100000.0,Maldives,MDV,https://open.undp.org/projects/00141744,Gov. of Japan,Non-VF,3,4215.0,0.0,,,,Missing
94293,GCF-Managing Climate Change Induced Water Shortages,23636364.0,Maldives,MDV,https://open.undp.org/projects/00094293,GEF,VF,1,104995.0,0.0,,,,Missing
142132,Project For Developing Sustainable Agricultural Economy,2500000.0,Maldives,MDV,https://open.undp.org/projects/00142132,Gov. of Japan,Non-VF,1,500.0,0.0,,,,Missing
48025,Mainstreaming Green Environmental Development,29752153.0,Bosnia and Herzegovina,BIH,http://open.undp.org/projects/00048025,"['GOVERNMENT OF BOSNIA AND HERZEGOVINA', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)', 'The Sports-Cultural-Economic Center Mejdan', 'UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,2,0.0,0.0,Enhancing BIH Environmental Policies planning by introducing and developing local environmental and energy action plans,"[11, 13, 4, 7]","['Others', 'Enhance national prevention and recovery capacities for resilient societies']",Missing
105415,Green Economic Development Phase II,18383776.0,Bosnia and Herzegovina,BIH,http://open.undp.org/projects/00105415,"['GOVERNMENT OF BOSNIA AND HERZEGOVINA', 'Greenways', 'Regional Education and Information Center for Sustainable Development in South East Europe', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)']",Non-VF,1,0.0,0.0,Green Economic Development Phase II: to create a favorable environment for investing in energy efficient infrastructure measures in BiH.,"[11, 13, 4, 7]",['Enhance national prevention and recovery capacities for resilient societies'],Missing
131266,Green Deal,614042.0,Bosnia and Herzegovina,BIH,http://open.undp.org/projects/00131266,['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,2,1500.0,0.0,Localized “Green Deal” - Decarbonization of industry and residential sector in pilot areas.,"[11, 13, 7]",['Enhance national prevention and recovery capacities for resilient societies'],Missing
132013,Green Economic Development Project – III Phase,6294159.0,Bosnia and Herzegovina,BIH,http://open.undp.org/projects/00132013,"['GOVERNMENT OF BOSNIA AND HERZEGOVINA', 'Javno preduzeće „RAD“ dioničko društvo Tešanj', 'SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)']",Non-VF,3,35.0,0.0,Green Economic Development Project – III Phase- creation of favorable environment for investing in energy efficient infrastructure measures in BiH.,"[11, 13, 7]",['Enhance national prevention and recovery capacities for resilient societies'],Missing
132014,Decarbonzation of Residential Sector in Bosnia and Her,1771084.0,Bosnia and Herzegovina,BIH,http://open.undp.org/projects/00132014,['SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA)'],Non-VF,1,0.0,0.0,Decarbonization of Residential Sector in Bosnia and Herzegovina by creation of favorable environment for investment in EE/RES in residential sector in Bosnia and Herzegovina.,"[11, 13, 7]",['Enhance national prevention and recovery capacities for resilient societies'],Missing
141105,Inclusive Decarbonization Activity IDA,821580.0,Bosnia and Herzegovina,BIH,http://open.undp.org/projects/00141105,['GOVERNMENT OF JAPAN'],Non-VF,2,2200.0,0.0,"Leveraging Nationally Determined Contributions (NDCs) to achieve net-zero emissions and climate-resilient development, in response to the climate emergency","[11, 13, 7]",['Enhance national prevention and recovery capacities for resilient societies'],Missing
5882,De-Risking and Scaling-up Investment in EE,17346000.0,Bosnia and Herzegovina,BIH,PIMS+,,VF,3,0.0,0.0,"The project seeks a total of US$ 17.346 million of GCF grant resources to overcome identified barriers to investment in low-carbon retrofits of public buildings and to leverage an additional US$ 105.22 million of co-finance from a range of sources, such as the Environmental Funds, entity and municipal budgets, and international organizations (UNDP, GEF, World Bank, SIDA), by addressing country and sector-specific investment risks.",,,Missing
5646,Catalyzing Env.Fin. for Low-Carbon Urban Dev,2370000.0,Bosnia and Herzegovina,BIH,PIMS+,,VF,2,427826.0,0.0,"The objective of the project is to leverage investment for transformational shift towards low-carbon urban development in Bosnia and Herzegovina thereby promoting safer, cleaner, and healthier cities and reducing urban GHG emissions.",,,Missing
125245,Energía y Desarrollo Humano,67499.0,Paraguay,PRY,http://open.undp.org/projects/00125245,['UNITED NATIONS DEVELOPMENT PRO'],Non-VF,1,0.0,0.0,Apoyo al gobierno en la formulación de polìticas públicas y al sector privado y la sociedad civil con el Enfoque de Desarrollo Humano.,"[17, 7, 9]","['Keeping people out of poverty', 'Close the energy gap']",Missing
5188,Asunción Green City,7493120.0,Paraguay,PRY,PIMS+,GEF,VF,2,0.0,0.0,"The objective of the proposed project is to improve the quality of life in the Asuncion Metropolitan Area (AMA) and deliver multiple benefits through the integration of transport and solid waste management and green infrastructure into a framework for a sustainable and resilient city. It has been organized into five outcomes:
1)	Enabling framework for a green sustainable city enhances integrated urban planning of the AMA;
2)	Sustainable mobility and transport in the AMA for reducing GHG emissions from urban transport;
3)	Improved chemicals and waste management system for reducing emissions of UPOPs, GHGs and toxic chemicals; 
4)	Emplacing and improving Protected Area management;
5)	Dissemination of Lessons-learned, monitoring & evaluation
To achieve the stated objective, the project will place Asuncion and its metropolitan area on a pathway towards a sustainable and resilient city through addressing the principal current urban problems; notably transport, solid waste disposal, and management of green areas. The project will implement a framework that attends to these issues in a systematic and integrated manner, thus providing a critical step forward to improve the city’s sustainability.
This will be done through integrating sectorial planning and defining short, medium and long term goals; developing capacities for their implementation and long term funding needs, and setting up monitoring systems needed to guide and adapt plans over time; thereby promoting a more coherent and integrated vision for the future of Asunción, in which common goals govern policy, planning and investment decisions. Furthermore, it will undertake on the ground action to address the identified problems and delivering solutions to global environment problems. This includes improving the transport and management of municipal and hazardous waste management to reduce GHG and chemicals releases; and improve the management of green areas to conserve global biodiversity values and provide ecosystem services that contribute to GHG reduction and health related benefits; exploring cross-sectorial benefits and providing important inputs and guidance to the broader framework for a sustainable and resilient city.
Expected global environmental benefits to be accrued include: a) 1,227,442 tCO2e emissions mitigated and sequestered through transport oriented development, green infrastructure and solid waste management policy uptake; b) 13.2 gTEQ UPOP emissions reduced through an integrated waste and chemical management system; and c) increase in 1% of global populations (number of individuals) of 5 species found seasonally at site:- Buff-breasted Sandpiper (Tryngites subruficollis); American Golden Plover (Pluvialis dominica); Lesser Yellowlegs (Tringa flavipes); White-rumped Sandpiper (Calidris fuscicollis); and Pectoral Sandpiper (Calidris melanotos).",,,Missing
6510,National child project under the GEF African Minigrid Program,924566.0,Burkina Faso,BFA,PIMS+,GEF,VF,7,87304.0,0.0,,,,Missing
134067,Projet tranfrontalier Burkina RCI-UNDP-BFA-00129636,407000.0,Burkina Faso,BFA,https://open.undp.org/projects/00134067,,Non-VF,1,160.0,0.0,,,,Missing
136271,Collaborate and Innovate-UNDP-BFA-00127230,1510000.0,Burkina Faso,BFA,https://open.undp.org/projects/00136271,,Non-VF,1,240.0,0.0,,,,Missing
5462,San Salvador Urban Development,2420548.0,El Salvador,SLV,PIMS+,,VF,4,50000.0,0.0,"The Project aims to introduce low-emission urban mobility concepts and energy efficiency management strategies among the municipalities composing the San Salvador Metropolitan Area (AMSS), thereby reducing national dependency on imported oil derivatives and combating energy sector GHG emissions. To this purpose, the Project will strengthen the institutional and legal framework for low-emission mobility solutions (including the Bus Rapid Transit SITRAMSS) and implement a trust fund for EE investment in the public sector (FIDEnergetica). It will develop technical standards and quality criteria as input for regulation and the design of demonstration pilots. Capacity building in the field of urban planning is addressed by fostering international partnerships and inter-sectorial working groups. The expected fuel savings (43,666 GJ annually) will benefit approx. 50,000 individuals (m/f: 40%/60%) and translates into fiscal budget savings of US$ 1.27 mln annually. EE measures by municipalities will translate into annual electricity savings (3,776 MWh annually) and budget savings of US$ 640,000. The estimated total GHG emission reductions over a 10-year period are about 67 kton CO2eq (direct) and 195 kton CO2e (post-project).",,,Missing
6657,National child project under the GEF Africa Minigrids Program,2018349.0,Sao Tome & Principe,STP,PIMS+,,VF,2,34050.0,0.0,,,,Missing
4602,Promotion of environmentally sustainable and climate-resilient grid/isolated grid-based hydroelectric electricity through an integrated approach in Sao Tome and Principe.,5274544.0,Sao Tome & Principe,STP,PIMS+,,VF,2,0.0,0.0,"The objective of the project is to introduce an integrated energy and ecosystems-based approach to grid/isolated-grid-based mini/small hydro-electricity generation in Sao Tome and Principe by leveraging $ 20.7 million in multilateral and private sector financing over its five-year implementation period. This, in turn, is expected to generate direct global benefits of 137,200 tons of CO2 over the same period and 36,850 tons CO2/yr thereafter in avoided greenhouse gas (GHG) emissions. In addition, in order to ensure the availability of hydro resources for electricity generation (and irrigation for job creation), the project will implement an integrated watershed management approach. It aims at integrating natural resource management with community livelihoods improvement in a sustainable way and within a landscape approach. The project will introduce innovative participative methods of natural resource management, conservation farming and agro-ecology. This will be achieved through watershed level land use planning and implementation of community forests over 6,000 ha, sustainable agricultural land management practices over 10,000 ha, and income generating activities (such as mushrooms, medicinal plants, ecotourism, etc.) for rural communities. This landscape approach will be sustained by a financial mechanism between the private hydroelectricity producers and the upstream communities, based on the maintenance of environmental services (water supply regulation).",,,Missing
missing-STP-1,Green Infrastructure for Health and Education in Sao Tome and Principe,1072026.0,Sao Tome & Principe,STP,,,Non-VF,2,225578.0,0.0,,,,Missing project id
130633,Catalysing a Sustainable Shift towards E-mobility (March 2022-March 2023) ,896583.0,Viet Nam,VNM,https://www.undp.org/vietnam/projects/catalysing-sustainable-shift-towards-e-mobility,Gov. of Japan,Non-VF,3,0.0,50.0,,,,Missing
1061012,Scaling up E-mobility and mechanisms for promoting investments in green projects in Viet Nam (March 2023 - March 2024,1128978.0,Viet Nam,VNM,,,Non-VF,6,74470.0,45.0,,,,Missing
134019,"Shifting Investment Flows 
Towards Green Transformation (SHIFT)",3000000.0,Viet Nam,VNM,N/A yet,,Non-VF,2,9000.0,0.0,,,,Missing
117633,Accelerating Private Sector Engagement in Climate Resilient and Low Emission Investment Opportunities in Viet Nam’s NDC,2201100.0,Viet Nam,VNM,Accelerating Private Sector Engagement in Climate-Resilient and Low-Emission Investment Opportunities in Viet Nam’s NDC 2019-2023 | United Nations Development Programme (undp.org),,Non-VF,6,6805.0,0.0,,,,GEN2
98606,Bhutan Sustainable Low Urban Transport Systems,3000000.0,Bhutan,BTN,GEF,,Non-VF,1,300.0,0.0,,,,Missing
128990,"Leveraging Nationally Determined Contributions (NDCs) to achieve net-zero emissions and climate-resilient development, in response to the climate emergency",1145424.0,Bhutan,BTN,JSB,,Non-VF,1,19.0,0.0,,,,GEN2
76640,Removal of barriers to sustainable utilization of available biomass resources in the country; and application of biomass energy technologies that can support the economic and social development in the country’s rural sector,1903000.0,Bhutan,BTN,GEF,,Non-VF,1,61965.0,0.0,,,,Missing
129029,Solar photovoltaic project ,210000.0,Bhutan,BTN,JSB,"['GOVERNMENT OF JAPAN', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,1,3150.0,0.0,"This project funded by the Government of Japan will implement innovative and solutions in the areas health, waste , renewable energy and value chains for a smarter, greener and more resilient 21st Century Bhutan",[1],['Strenghten gender equality and the empowerment of women and girls'],Missing
6692,Energy Efficiency in Building Sector - Turkmenistan,2066333.0,Turkmenistan,TKM,https://co.pims.undp.org/project/view?id=6692,,,1,0.0,0.0,,,,Missing
5452,Sustainable Cities: Ashgabat and Awaza,6060046.0,Turkmenistan,TKM,https://co.pims.undp.org/project/view?id=5452,,,1,30000.0,0.0,"Population growth and economic development have led to rapid expansion of cities in Turkmenistan over the past two decades, most notably in the capital city of Ashgabat and the resort zone of Awaza on the Caspian Sea.  This growth has had an increasing negative environmental impact – resource consumption, waste, local air and water pollution, and emissions of greenhouse gases (GHG).  Ashgabat and Awaza have already embraced some measures to manage this impact.  But there remains much untapped technical potential to decrease the volume and impact of private vehicle traffic in all cities, further expand efficient street lighting, reduce waste and increase recycling, and introduce “green” practices to hotels.  
The development challenge of the project is to measurably reduce the negative impacts of urban growth in Turkmenistan while also advancing social and economic development goals.  To this end, the project will provide technical assistance, institutional and policy support, organization and development of programs, and promotion of behavioral change, all in conjunction with national priorities and specific needs articulated by the Government.  Measures introduced in Ashgabat and Awaza will yield significant GHG emissions reductions and social benefits in themselves, while also creating a basis for replication elsewhere in Turkmenistan.",,,Missing
6089,SPIRES (Rural Electrification),2639726.0,Solomon Islands,SLB,PIMS+,GEF,VF,6,57787.5,19147.0,Facilitation of the achievement of increased access to electricity in rural communities in the Solomon Islands.,,,Missing
6451,SMARTER - Bioenergy in Barbados,1593836.0,Barbados,BRB,PIMS+,GEF,VF,4,28175.0,215593.0,"The SMARTER project will contribute to the development of a 1MW biomass to energy plan as a pilot, with a new view to facilitate replication toward providing 20-40MW of decentralized baseload power to the grid over the next 5-10 years",,,Missing
96620,Resource Efficiency in Agriculture & Agrobased Ind.GAP,1499060.0,Turkey,TUR,http://open.undp.org/projects/00096620,"['Better Cotton Growth and Innovation Fund', 'GOVERNMENT OF TURKEY']",Non-VF,1,30000.0,0.0,"The project aims to model and promote the most efficient use of resources in agricultural production and agricultural product processing as dominant sectors in GAP Region, and increase efficiency in primary production and processing.","[1, 12, 6, 7]",['Promote nature-based solutions for a sustainable planet'],Missing
114367,Environment and social resilience,791900.0,Turkey,TUR,http://open.undp.org/projects/00114367,"['Doğa Koruma Merkezi(The Nature Conservation Centre)', 'Foreign, Commonwealth & Development Office', 'H&M Group', 'INTERNATIONAL LABOUR ORGANIZATION', 'UNITED NATIONS DEVELOPMENT PRO', 'UNITED NATIONS ENVIRONMENT PROGRAMME']",Non-VF,1,0.0,0.0,Strengthening national capacity to address the environmental impacts of humanitarian responses to population displacement in Turkey,"[1, 11, 12, 13, 3, 7, 9]","['Keeping people out of poverty', 'Enhance national prevention and recovery capacities for resilient societies', 'Promote nature-based solutions for a sustainable planet', 'Close the energy gap']",Missing
125243,Increasing Employability in the Renewable Energy Sector,2362663.0,Turkey,TUR,http://open.undp.org/projects/00125243,['GOVERNMENT OF REPUBLIC OF KOREA'],Non-VF,1,160000.0,0.0,"This project focuses on the delivery of vocational training and skills certification for Syrians and Turkish host communities in the renewable energy sector - including solar power, wind, biogas, roof top water heaters and goe-thermal.","[1, 4, 7]",['Keeping people out of poverty'],Missing
133485,Green Destination Model -ENERJISA,170000.0,Turkey,TUR,http://open.undp.org/projects/00133485,['Enerjisa Enerji A.Ş.'],Non-VF,1,80.0,0.0,Raising Awareness on Energy Efficiency through Development of a Green Destination Management Model,"[5, 8]",['Close the energy gap'],Missing
5673,EE Low Cost Wooden Houses,3800000.0,Turkey,TUR,PIMS+,GEF,VF,1,0.0,311205.0,"The proposed project is aimed at assisting the Government of Türkiye to increase the use of wood in Türkiye’s Building industry by using new, improved wood technologies, such as CLT (Cross-Laminated Timber) using a three-phased approach to promote scaling up and replication of pilots supported by the project which includes the successful implementation during the project of at least 6 pilot wooden building projects for a total of 8 400m2 floor space leading to an additional 0.58 million m2 of new construction in Türkiye coming from wood by 2028 or by 6 years from the project start date. The project focus on removing barriers to promoting improved wood-based technologies by reducing legislative and regulatory barriers (Component 1), removing cost and financial barriers through demonstration projects (Component 2) and removing barriers on unsustainable demand and supply chain by awareness raising and capacity building activities (Component 3). The focus of the project will be on supporting the implementation of CLT in the buildings sector and it is expected that the awareness-raising and capacity-building activities will also lead to an increase of other types of wood use in the building sector, such as structural timber (ST) or Glued Laminated Timber (GLT). The project is positively contributing to achieving to Türkiye’s INDC, which gave special importance to increasing energy efficiency in the buildings sector through measures such as reducing the consumption of primary energy sources of new buildings through improved building materials and is also supporting the building sector to be a low carbon economy in line with European regulations on energy in the building sector. During the course of the project, an additional 0.58 million m² of construction in Türkiye come from wood by 2028. A total of 165,715 tons of direct GHG emissions will be reduced, the reduction of indirect GHG emissions is amounting to 2.4 million tons. The project will positively contribute to SDGs 8, 9, 11, 13 and 15.",,,Missing
5323,SEFM for Solar PV for Forest Villages,3780000.0,Turkey,TUR,PIMS+,GEF,VF,1,3487.0,0.0,,,,Missing
5285,TEEEM - EE Motors,3750000.0,Turkey,TUR,PIMS+,GEF,VF,1,500000.0,0.0,The project aims to promote significant additional investment in industrial energy efficiency in Turkey by transforming the market for energy efficient motors used in small and medium sized enterprises.,,,Missing
124212,Services Energétiques Ruraux,7260535.0,Burundi,BDI,http://open.undp.org/projects/00124212,"['EUROPEAN COMMISSION', 'UNITED NATIONS DEVELOPMENT PRO']",Non-VF,4,38963.12,0.0,Fournir les services énergétiques ruraux pour la résilience de la population de 13 collines et villages du Burundi situés dans les zones les plus éloignées du réseau national d’électricité dans 5 provinces.,[7],['Close the energy gap'],Missing
115827,Solarisation of Head of State Residences in the Pacific,1575829.0,Fiji,FJI,http://open.undp.org/projects/00115827,['GOVERNMENT OF INDIA'],Non-VF,3,0.0,0.0,Solarisation of Head of State Residences in the Pacific as demonstration on commitment towards renewable energy,[13],['Enhance national prevention and recovery capacities for resilient societies'],Missing
5926,BRANTV,2639726.0,Fiji,FJI,PIMS+,,VF,2,63980.00000000001,45016.1,,,,Missing
5613,FASNETT,2639725.0,Fiji,FJI,PIMS+,,VF,9,127893.7,15000.0,,,,Missing
6188,SMARTEN,3302968.0,Fiji,FJI,PIMS+,,VF,4,1040.0,70869.0,"The stated objective of this proposed SMARTEN project is to enable the increased applications of feasible RE and EE technologies for supporting socio-economic development in Nauru in accord with the country’s energy roadmap targets. The Government of Nauru (GoN) has set three ambitious energy targets in the Nauru Energy Road Map (NERM) 2014-2020, and following updates, respectively: (1) 24/7 grid electricity supply with minimal interruptions; (2) 50% of grid electricity supplied from Renewable Energy (RE) sources; and (3) 30% improvement in Energy Efficiency (EE) in the residential, commercial and government sectors. So far, the efforts have been focused primarily on achieving the first target, which based largely on technical expertise of the national utility management team requiring very limited financial resources. Currently available technical and financial resources are insufficient to fully achieve all three targets, unless additional support from international donors is made available. SMARTEN will provide the required technical assistance and financial resources and the project design will follow a strategy based on removing all the barriers identified during the Project Information Form (PIF) preparation and successively confirmed during the SMARTEN project proposal preparation. The project is structured into four interrelating Components, respectively: (1) Energy Policy & Regulatory Framework Strengthening; (2) Supporting RE & EE Initiatives; (3) Promotion of RE & EE Technologies Applications; and (4) Improvement of Energy Sector Capacity. All the activities that make these 4 components will be implemented over a 4-year period from 2020 to 2024. The expected duration on several RE & EE technologies installed under SMARTEN will have a lifespan of approximately 25 years, and at the end of this period the cumulative greenhouse gas emission reductions, including expected replication and scale-up projects, is estimated to reach 1.049 million-ton CO2eq.",,,Missing
6159,POIDIER,5379452.0,Fiji,FJI,PIMS+,,VF,12,80922.18,0.0,Project Objective: Facilitation of outer island development through the achievement of the renewable energy and energy efficiency targets of Kiribati.,,,Missing
