Project ID,Title,Link,Budget,Beneficiary Category,Indicator,Baseline,Target,Notes,Donors,Gender (% female),VF or Non-VF,Tag,SEH Taxonomy,RISE Taxonomy,Flagship,Technology,Output ID,Country Code,Category,name 2,m49,continent-region,sub-region,sids-region,un-member,undp-sids,un-region,Country Name,Region,Economy,LDC,SIDS,LLDC,HDI,Status,Direct Conversion Factor,Direct Beneficiaries,Output Category,Beneficiary Category Pre,Description
5740,Assurer un approvisionnement en eau résilient aux changement climatique aux comores ER2C ,Pims +,20345141.0,Water Services,Nombre de personnes bénéficiant dans tout le pays d'un approvisionnement en eau assuré par un pompage en énergie renouvelables (Photovoltïque) ,0,35529.0,Le projet prévoit d'installer prés de 289 KW de solaire photovoltaïque pour le pompage d'eau pour assurer l'alimentation en eau potable à 35 529 personnes ,,,VF,,Close the gap on energy access,,,,5740.0-1,COM,,Comoros,174.0,Africa,Sub-Saharan Africa,AIS,yes,yes,African Group,Comoros,RBA,Lower middle income,LDC,SIDS,,Medium,Clean Up-2,1,35529.0,Energy Access,Water Services,"Install nearly 289 KW of solar photovoltaic systems to ensure access to clean water for 35,529 people in Comoros."
142807,Energy Efficiency in Barda and Ganja,http://open.undp.org/projects/00142807,885772.0,Efficiency,Number of people covered,0,3000,"We have corrected the budget figure. The number of direct beneficiaries is about 3000, including school children, their teachers, their parents, school support staff, residnet of the multistore building, their relatives that will enjoy excellent and convenient venue for family and clan gatherings. The number of indirect beneficiaries is about 4 hundred 
thousand, including residents of Ganja, Barda and surrounding rayons, covered by TV- and Radio-based awareness-raising activities.       

 the direct beneficiaries -   *62 families, or approximately 240 people, out of which 135 females and 105 male. The number of youth aged 15-24 y.o. is 42.                                              *Over 425 schoolchildren, out of which 261 are girls and 164 are boys.

The number of direct beneficiaries, who benefited from the implementation of energy efficiency measures in both facilities with improved living, studying and working conditions, reached 1,800. The reduced energy consumption resulting from using centralized heating systems has led to lower funding requirements by 30 percent. In previous times, families would allocate approximately 50-100 AZN per month for household expenses. However, with the implementation of the centralized heating system, this financial burden has significantly diminished to a mere 15-20 AZN. Furthermore, the project's integration of 20 solar panels boasting an impressive capacity of 10 kWt for outdoor lighting has played a pivotal role in curtailing overall energy consumption.

The indirect beneficiaries - *A training session was held for about 100 high-school students and 20 teachers at a selected secondary school in Barda in order to raise awareness among teachers and schoolchildren about the significance of energy efficiency.  

*To reach a wider audience, two training sessions were organized for the citizens of Ganja, which is home to about 400,000 people. These sessions were held on television and radio platforms to deliver impactful presentations on energy-efficiency principles and conducted enlightening interviews aimed at raising awareness

 On comment column: Can you please diagregate the data in two rows (e.g. energy access, advocacy ) and provide the assamption the calculation of the direct and indirect number of beneficiaries in the notes ? ","GOV. of Japan, 
UNDP",,Non-VF,,Accelerating just energy transition,,,,142807.0-1,AZE,,Azerbaijan,31.0,Asia,Western Asia,,yes,,Eastern European Group,Azerbaijan,RBEC,Upper middle income,,,LLDC,High,Clean Up,0,0.0,Energy Transition,Energy Efficiency Services,"Implement energy efficiency measures in one school and one multi-store residential building, benefiting approximately 1,800 people and reducing energy consumption by 30%. Conduct advocacy and awareness-raising activities in Barda and Ganja, reaching about 400,000 residents through TV and radio platforms."
142807,Energy Efficiency in Barda and Ganja,http://open.undp.org/projects/00142807,885772.0,Education Services,"Number of people trained/educated/informed 
through technical transfers, dialogues, workshops, 
campaigns, and other efforts",0,120,,,,Non-VF,,Accelerating just energy transition,,,,142807.0-2,AZE,,Azerbaijan,31.0,Asia,Western Asia,,yes,,Eastern European Group,Azerbaijan,RBEC,Upper middle income,,,LLDC,High,Clean Up,1,120.0,Energy Access,Education Services,"Apply centralized heating system and energy efficiency measures to one school and one residential building in Barda, and conduct advocacy and awareness-raising activities in Barda and Ganja."
6479,Energy Efficiency in Buildings – EMIS and Green Social Housing,PIMS+,4521005.0,Other,,0,10000,The project is in the Government's approval stage. Will be filled-in accordingly as soon as the project starts.,,,VF,,Accelerating just energy transition,,,,6479.0-1,AZE,,Azerbaijan,31.0,Asia,Western Asia,,yes,,Eastern European Group,Azerbaijan,RBEC,Upper middle income,,,LLDC,High,Clean Up,0,0.0,Other,,Promote green urban development in the Greater Baku region with a focus on energy efficiency in buildings and pasture restoration/greater land management.
5492 / 00101330,Moldova Green Cities,https://www.undp.org/moldova/projects/moldova-sustainable-green-cities,127500.0,Solar,"1. Photovoltaic panels for electricity production to cover the costs for interior lightening and lift use for residents of 421 apartments from a multi-storey building;  

2. Photovoltaic panels to cover at least 80% of the annual electricity needs of the Placement Center for Adults and Older People from Sculeni village, Ungheni district 

3. Photovoltaic panels to cover at least 30% of the annual electricity needs of the district Hospital from Singerei ",,2105,"Photovoltaic panels were conected to generate energy for  interior lightening and lift use for residents of 421 apartments from a multi-storey building, as well as for the Placement Center for Adults and Older People from Sculeni village, Ungheni district and for the district Hospital from Singerei. 
The direct beneficiaries of project initiatives are: Residential building, 1500 people (421 families), District Hospital (a permanent medical staff of 306 people and approx. 6200 patients), Sculeni centre for elderly people placement (45 elderly people and 20 people as permanent staff). 
In less than one year, the photovoltaic systems installed with the Green City Project support generated more than 83.19 MWh which led to savings of around US $15 thousand taking into consideration the energy tariffs applied in the Republic of Moldova now. ","GEF, UNDP","Most of the direct and indirect beneficiaries are women. As for example, 72% of people staying or working at the Placement Centre from Sculeni, Ungheni are women, and 38% - men. As for the Singerei Hospital, 64% of workers and patients are women and 36% are men. In the Chisinau multi-story building beneficiary of a photovoltaic system, 65% of the residents are women and 35% are men.",Non-VF,,Accelerating just energy transition,,,Solar,5492 / 00101330-1,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,1,2105.0,Energy Transition,Electricity Access,"Installed photovoltaic panels generate energy for interior lighting and lift use in a multi-storey building with 421 apartments, as well as for a Placement Center for Adults and Older People and a district Hospital, covering a significant portion of their annual electricity needs."
5492 / 00101330,Moldova Green Cities,https://www.undp.org/moldova/projects/moldova-sustainable-green-cities,127500.0,Solar,301 apartments from Chisinau and Balti municipalities,,1505,"6 multi-storey residential buildings from Chișinău and Bălți municipality (301 apartments) were switched to horizontal system of distribution the thermal energy, that can generate savings up to 30%, and were connected to Domestic Hot Water system 

After the first heating season, 178 apartments had savings of 90,64 Gcal or about 17% from expected consumption with the vertical system (forecast). The energy saving for preparation of hot water were 23,62%. The total savings in Chisinau based on unused energy are more than US $18 thousand. In Balti, the saving of this year compared to saving from previous years varies from 33.64% to 53.79%. The three multi-story buildings from Balti consumed in 2022-2023 season 270 Gcal less compared with 2021-2022 consumption of these buildings, and with 388 Gcal less compared with 2020-2021 consumption. ",,,Non-VF,,Accelerating just energy transition,,,Solar,5492 / 00101330-2,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,1,1505.0,Energy Transition,Electricity Access,"Switch 301 apartments in Chisinau and Balti municipalities to a horizontal system of thermal energy distribution, resulting in savings of 17% in heating consumption and 23.62% in hot water preparation."
5492 / 00101330,Moldova Green Cities,https://www.undp.org/moldova/projects/moldova-sustainable-green-cities,127500.0,Solar,"2 solar trees generating green energy to
charge for free electronic gadgets installed in
Riscani and Ciocana districts",,5,About 5 MWh produced untill now,,,Non-VF,,Accelerating just energy transition,,,Solar,5492 / 00101330-3,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,17500,87500.0,Energy Transition,Energy (MW added),"Install 2 solar trees in Riscani and Ciocana districts of Moldova Republic, generating green energy to charge electronic gadgets for free."
5492 / 00101330,Moldova Green Cities,https://www.undp.org/moldova/projects/moldova-sustainable-green-cities,127500.0,Renewable Energy,"1. Feasibility study ""Development of the electric
vehicles charging infrastructure""
2. Pre-feasibility and feasibility study for
transforming biomass waste into energy
developed
3. Roadmap for Sustainable energy and climate
action plan for Chisinau Municipality",,,,,,Non-VF,,Accelerating just energy transition,Renewable Energy,,,5492 / 00101330-4,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,Develop a roadmap for sustainable energy and climate action plan for Chisinau Municipality as part of the Moldova Green Cities project.
5492 / 00101330,Moldova Green Cities,https://www.undp.org/moldova/projects/moldova-sustainable-green-cities,127500.0,Transportation and E-mobility Services,66 electric vehicles charging stations installed,,10000,In the Repubic of Moldova are registred about 2000 electric vehicles. ,"GEF, UNDP, Government of Moldova",,Non-VF,,Accelerating just energy transition,,,,5492 / 00101330-5,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,1,10000.0,Energy Access,Transportation and E-mobility Services,Install 66 electric vehicles charging stations in Moldova as part of the Moldova Green Cities project.
5492 / 00101330,Moldova Green Cities,https://www.undp.org/moldova/projects/moldova-sustainable-green-cities,127500.0,Other,4 editions of the electric cars’ marathon,,,,"GEF, UNDP",,Non-VF,,Accelerating just energy transition,,,,5492 / 00101330-6,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,1,0.0,Other,Campaign Participant,Organize 4 editions of the electric cars' marathon.
5492 / 00101330,Moldova Green Cities,https://www.undp.org/moldova/projects/moldova-sustainable-green-cities,127500.0,Other,"An Energy Management Information System
(EMIS) and smart meters were installed in 17 public buildings from
Chisinau",,,"By 30 June 2023, EMIS system are monitoring the consumption data of 4.5 thousand public buildings from Moldova. The system have consumption data from the last three years. The main energy and water suppliers (Premier Energy, Apa-Canal, Termoelectrica, Cet-Nord, Red-Nord, Apa Canal Floresti) automatically transfer data on energy consumption and other resources to EMIS.",,,Non-VF,,Accelerating just energy transition,,,,5492 / 00101330-7,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,1,0.0,Other,Other Energy Services,"Installed an Energy Management Information System (EMIS) and smart meters in 17 public buildings in Chisinau, monitoring the consumption data of 4.5 thousand public buildings in Moldova by June 2023."
130906,Addressing the impacts of the energy crisis in the Republic of Moldova: Initiating solutions toward energy security and energy poverty,https://www.undp.org/moldova/projects/addressing-impacts-energy-crisis-republic-moldova,649000.0,Overall,"Component 1: Improving policies and regulatory frameworks to enable energy security, as well as energy efficient and clean energy transition of Moldova in an inclusive way:

1. Number of energy legisaltive ( primary and secondary) acts  developed, ammended and /or approved 

2. Number of gender sensitive energy policy documents  finalised and/or approved

The indicator will measure the following:  drafting or ammending a series of primary or secondary legal acts, in line with Moldova's commitments ( e.g. AA Moldova -EU, Energy Community, etc.) and with the view to enhance preparedeness and response to potential energy crises ( e.g. Law on compulsory oil/gas stocks;  update of Action Plans and Regulations on emergencies in the natural gas and electricity sectors, etc.); 
The indicator will measure the following: finalization of the National Energy and Climate Action Plan, updating the National Energy Strategy 2030 in a gender sensitive manner and gender sensitive budgeting 

",,"1. 2 drafts/amendments for the energy policy documents are developed consulted and presented to relevant authorities for further approval; 

2. at least 10 draft regulatory documents developed consulted and presented for relevant authorities for approval  ","Assisted different Government ministries, agencies and departments in improving their policies and regulatory frameworks. ",European Union $13.5M,,Non-VF,,Accelerating just energy transition,Overall,,,130906-1,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,Develop and present 2 drafts/amendments for energy policy documents and at least 10 draft regulatory documents to relevant authorities for approval in Moldova.
130906,Addressing the impacts of the energy crisis in the Republic of Moldova: Initiating solutions toward energy security and energy poverty,https://www.undp.org/moldova/projects/addressing-impacts-energy-crisis-republic-moldova,649000.0,Other,"Component 2: Enhancing institutional capacities and coordination mechanisms to address and avert risks entailed in recent and potential future energy crisis

1. Energy coordination mechanim is established and functional

2. Number of institutions in the energy and renewables sectors benefiting from individual, institutional, and technological capacity building 

3. % of staff in the targeted institutions that benefit from trainings in the energy related sector, disaggregated by gender
                                                   
4. Number of procurement rules and regulations                                         

",,,"1. The energy coordination mechamism is in place

2. 12 stakeholders institutions benefit from capacity building actions in the framework of other initiatives (Ministry of Energy, Ministry of Economy, EEA, ISSPNPC, TUM, INS, INM, CMAC, Moldac,  LPAs, Transport and Distribution Operator Systems, Energy auditors)

3. 50% staff in the targeted institutions and legal entities that benefit from trainings in the energy related areas (average value)/disadggregated

4. Procurement procedures in the energy field in place ",,,Non-VF,,Accelerating just energy transition,,,,130906-2,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,0,0.0,Other,Capacity Building Training,"Establish and functionalize an energy coordination mechanism, provide capacity building to institutions in the energy and renewables sectors, train staff in energy-related areas (with a focus on gender disaggregation), and implement procurement procedures in the energy field."
130906,Addressing the impacts of the energy crisis in the Republic of Moldova: Initiating solutions toward energy security and energy poverty,https://www.undp.org/moldova/projects/addressing-impacts-energy-crisis-republic-moldova,649000.0,Other,"Component 3: Awareness raising, information and communication to foster public support for energy transition, increase energy efficiency and to address disinformation in a gender sensitive manner

1. Number of consumers reached through EU-funded awareness raising campaigns on the impact of consumption, disaggregated by sex, sector               
           
 2. Number of inclusive energy efficiency and energy security  knowledge products and tools developed with support of the EU-funded intervention

3. Increase in inquiries on energy related information 

4. Center of Information under AEE reactivated and operational.",,200000,"1. 50% increase 
2. tbd
3. 50% increase
4. The Center of energy information is operational (the legal documents for Information Centre functioning are avalable - Operational manual, Regulation on InfoCentre functioning, Awareness and Communication plan)",,,Non-VF,,Accelerating just energy transition,,,,130906-3,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,1,200000.0,Other,Campaign Participant,Increase in inquiries on energy-related information.
130906,Addressing the impacts of the energy crisis in the Republic of Moldova: Initiating solutions toward energy security and energy poverty,https://www.undp.org/moldova/projects/addressing-impacts-energy-crisis-republic-moldova,649000.0,Efficiency,"Component 4: Demonstrate/pilots of energy efficiency and renewable measures to increase energy affordability and development of sustainable finance mechanisms with primary focus on vulnerable households and public sector

1. Number of Gender responsive National Programs on energy saving practices and  technologies, disaggregated by type of documents

2. Number of households benefitting from implemented energy efficiency and saving measures, disaggregated by types (rural/urban, women/men lead HHs, etc.) 

3. Energy consumption as a result of implemented energy efficiency and saving measures per target group (HHs, public buildings).",,3500000,National Programms on Green home and Vouchers on replacing non efficient home appliances  have been drafted and being piloted during 2023-2024,,,Non-VF,,Accelerating just energy transition,,,,130906-4,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,0,0.0,Energy Transition,Energy Efficiency Services,"Implement gender-responsive national programs on energy saving practices and technologies, with a focus on vulnerable households and the public sector."
130906,Addressing the impacts of the energy crisis in the Republic of Moldova: Initiating solutions toward energy security and energy poverty,https://www.undp.org/moldova/projects/addressing-impacts-energy-crisis-republic-moldova,649000.0,Electricity Access,"Support with defining “energy vulnerable consumer” ​
Support with drafting of the Law on the Fund for Reduction of Energy Vulnerability (Law 241/2022) in Moldova
Support with establishment of the Energy Vulnerability Fund;​
Support in setting up a differentiated, fair and final consumer-oriented on-bill compensation mechanism for households based on their level of energy vulnerability (5 categories of energy vulnerability based on income level, household size, assets owned, and energy expenses);​
Support with SIA (gov platform), registration of approximately 750,000 households on the governmental platform, representing over half of Moldova's households​
81% of households with very high energy vulnerability benefited from compensations​
Mobilization of additional funds from development partners and aid through the Energy Vulnerability Fund;​",,,"The law on Energy Vulnerability Fund was drafted;
The concept and implementation mechanism of the Energy Vulnerability Fund was developed;
The Energy Vulnerability Information System was developed;
An information campaign to support registration of beneficiaries on the online platform of the Energy Vulnerability Fund conducted;

2023:

Sweden: 9,826,008 USD

Switzerland: 6,666,666 USD ",,,Non-VF,,Accelerating just energy transition,Electricity Access,,,130906-5,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,0,0.0,Policy,Policy or Regulatory Framework,"Support with defining “energy vulnerable consumer” and drafting the Law on the Fund for Reduction of Energy Vulnerability (Law 241/2022) in Moldova. Support with establishment of the Energy Vulnerability Fund. Support in setting up a differentiated, fair and final consumer-oriented on-bill compensation mechanism for households based on their level of energy vulnerability. Support with SIA (gov platform), registration of approximately 750,000 households on the governmental platform, representing over half of Moldova's households."
1000378,"Multidimensional response to emerging human security challenges - ""Biomass revitalization""",https://www.undp.org/moldova/projects/multidimensional-response-emerging-human-security-challenges-moldova,2298111.0,Bioenergy,# of beneficiaries,"To enhance people’s energy security through access to affordable energy that supports livelihoods and energy-efficient production
",20000,"Expected results:
- 20,000 people will benefit of reinforced biomass heating activities;
- 10 MSMEs from non-agricultural sectors supported to reduce the environmental impact and improve their efficiency;
- 20 households with economic activities implementing energy-efficient technologies;

","Japan $ 2,2  (2023)
",,Non-VF,,Accelerating just energy transition,,,Bioenergy,1000378-1,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,1,20000.0,Energy Transition,Electricity Access,"Reinforce biomass heating activities to benefit 20,000 people, support 10 MSMEs in reducing environmental impact, and assist 20 households in implementing energy-efficient technologies."
133573,Emergency support for agri-producers /energy technologies ,https://www.undp.org/moldova/projects/emergency-support-agri-producers-context-socio-economic-climate-and-energy-crisis,1983621.0,Other,"SMEs, vulnerable small farmers (particularly women-led farms and young people) in rural areas",,30,"20 micro agri-producers and 10 small and medium agri-producers benefit from the implementation of renewable energy and energy-efficient technologies (biomass boilers in greenhouses, photovoltaic, among others).

US$1,983,621 ($689,308 managed by UNDP)","Austria (ADA) $670,123 (2024)",,Non-VF,,Accelerating just energy transition,,,,133573-1,MDA,,"Moldova, Republic of",498.0,Europe,Eastern Europe,,yes,,Eastern European Group,Moldova Republic,RBEC,Upper middle income,,,LLDC,High,Clean Up,100,3000.0,Other,Medium Enterprises,"Implement renewable energy and energy-efficient technologies (biomass boilers, photovoltaic, etc.) to benefit 20 micro agri-producers and 10 small and medium agri-producers in rural areas, particularly women-led farms and young people."
4685,Congo Micro-hydroelectricity,PIMS+,1944133.0,Clean Electricity,,0,45000,"electrification for rural communities and income generating activities for the populationof  remote and isolated areas.  small entreproses and big timber industries,  shops, conservation centre for agricultural productions, food and crops processing centres",,,VF,,Close the gap on energy access,,,Hydro,4685-1,COG,,Congo,178.0,Africa,Sub-Saharan Africa,,yes,,African Group,Congo,RBA,Lower middle income,,,,Medium,CO Update-2,1,45000.0,Energy Access,Electricity Access,"Provide access to 45,000 beneficiaries through the implementation of decentralized micro and small hydropower plants, benefiting rural communities and supporting income generating activities in remote and isolated areas."
5543,A systemic approach for GHG emission,PIMS+,2640000.0,Other,"1. Direct project CO2 emission reductions from the range of interventions proposed by the project, tCO2e ",0,1602,,GEF,,VF,,Accelerating just energy transition,,,,5543.0-1,JOR,,Jordan,400.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Jordan,RBAS,Upper middle income,,,,High,Clean Up,0,0.0,GHG Emissions Reduction,GHG Emissions Reduction,Reduce direct project CO2 emissions by 1602 tCO2e through sustainable urban planning and low-carbon interventions in municipal buildings and street lighting in Jordan.
5543,A systemic approach for GHG emission,PIMS+,2640000.0,Efficiency,2. Energy saved through application of Thermal Insulation Code and water efficient fixtures: diesel avoided (MJ),0,7742000,,,,VF,,Accelerating just energy transition,,,,5543.0-2,JOR,,Jordan,400.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Jordan,RBAS,Upper middle income,,,,High,Clean Up,0,0.0,Energy Transition,Energy Efficiency Services,"Improve energy efficiency in municipal buildings and street lighting to save 7,742,000 MJ of diesel through the application of Thermal Insulation Code and water efficient fixtures."
5543,A systemic approach for GHG emission,PIMS+,2640000.0,Other,2. Energy saved through application of Thermal Insulation Code and water efficient fixtures: electricity saved (MWh),0,1822,,,,VF,,Accelerating just energy transition,,,,5543.0-3,JOR,,Jordan,400.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Jordan,RBAS,Upper middle income,,,,High,Clean Up,0,0.0,Other,,Improve energy efficiency in municipal buildings and street lighting to save 1822 MWh of electricity through the application of Thermal Insulation Code and water efficient fixtures.
5543,A systemic approach for GHG emission,PIMS+,2640000.0,Other,3. Number of gender-disaggregated beneficiaries benefiting from investments in building envelope thermal insulation ,0,153000,"153,000 (of which at least 40% for women)
 ",,0.4,VF,,Accelerating just energy transition,,,,5543.0-4,JOR,,Jordan,400.0,Asia,Western Asia,,yes,,Asia-Pacific Group,Jordan,RBAS,Upper middle income,,,,High,Clean Up,1,153000.0,Other,Other Energy Services,"Provide thermal insulation to 153,000 gender-disaggregated beneficiaries, with at least 40% being women, in Jordan to improve energy efficiency and comply with the National Energy Efficiency Action Plan."
114336,Mejor calidad de vida en El Seibo,http://open.undp.org/projects/00114336,650039.0,Clean Electricity,Number of families that gained access to electricity,22 HH,293.55,"Achieved on date: 3,822",,,Non-VF,,Close the gap on energy access,,,Unknown,114336.0-1,DOM,,Dominican Republic,214.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Dominican Republic,RBLAC,Upper middle income,,SIDS,,High,Clean Up-2,1,293.55,Energy Access,Electricity Access,"Provide access to electricity for 293.55 families in El Seibo, improving their quality of life and serving as a pilot for future interventions in the Dominican Republic."
114336,Mejor calidad de vida en El Seibo,http://open.undp.org/projects/00114336,650039.0,Water Services,Number of families that gained access to water services,0,293.55,,,,Non-VF,,Close the gap on energy access,,,,114336.0-2,DOM,,Dominican Republic,214.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Dominican Republic,RBLAC,Upper middle income,,SIDS,,High,Clean Up-2,1,293.55,Energy Access,Water Services,"Provide access to water services for 293.55 families in El Seibo, improving their quality of life and serving as a pilot for future interventions in the Dominican Republic."
114336,Mejor calidad de vida en El Seibo,http://open.undp.org/projects/00114336,650039.0,Other,Individuals trained to manage technology,0,4,,,,Non-VF,,Close the gap on energy access,,,,114336.0-3,DOM,,Dominican Republic,214.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Dominican Republic,RBLAC,Upper middle income,,SIDS,,High,Clean Up-2,0,0.0,Other,Capacity Building Training,"Train 4 individuals in El Seibo to manage technology, improving quality of life in the community and serving as a pilot for future interventions."
114336,Mejor calidad de vida en El Seibo,http://open.undp.org/projects/00114336,650039.0,Other,Number of families trained to access and manage water or electricity services,0,293.55,,,,Non-VF,,Close the gap on energy access,,,,114336.0-4,DOM,,Dominican Republic,214.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Dominican Republic,RBLAC,Upper middle income,,SIDS,,High,Clean Up-2,0,0.0,Other,Capacity Building Training,"Train and empower families in El Seibo to access and manage water or electricity services, improving their quality of life and serving as a pilot for future interventions."
10414,GEF SGP 7th Operational Phase – Core (Part 2),https://www.thegef.org/projects-operations/projects/10414,20919834.0,Clean Electricity,Number of families that gained access to electricity,0,23175,Achieved on date: 3822,,,Non-VF,,Close the gap on energy access,,,Unknown,10414.0-1,DOM,,Dominican Republic,214.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Dominican Republic,RBLAC,Upper middle income,,SIDS,,High,Clean Up-2,1,23175.0,Energy Access,Electricity Access,"Provide access to electricity for 23,175 families in the Dominican Republic."
10414,GEF SGP 7th Operational Phase – Core (Part 2),https://www.thegef.org/projects-operations/projects/10414,20919834.0,Clean Electricity,MW,0,3,Achieved on date:  1.4MW,,,Non-VF,,Close the gap on energy access,,,,10414.0-2,DOM,,Dominican Republic,214.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Dominican Republic,RBLAC,Upper middle income,,SIDS,,High,Clean Up-2,17500,52500.0,Energy Access,Energy (MW added),"Add 1.4MW of clean electricity to the Dominican Republic, benefiting 52,500 direct beneficiaries and contributing to closing the energy access gap."
10414,GEF SGP 7th Operational Phase – Core (Part 2),https://www.thegef.org/projects-operations/projects/10414,20919834.0,Water Services,Number of families that gained access to water services,0,4635,Achieved on date:  450 (estimation),,,Non-VF,,Close the gap on energy access,,,,10414.0-3,DOM,,Dominican Republic,214.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Dominican Republic,RBLAC,Upper middle income,,SIDS,,High,Clean Up-2,1,4635.0,Energy Access,Water Services,Provide access to water services for 450 families in the Dominican Republic.
10414,GEF SGP 7th Operational Phase – Core (Part 2),https://www.thegef.org/projects-operations/projects/10414,20919834.0,Other,Individuals trained,0,10000,"Achieved on date: 4,500 (estimation)",,,Non-VF,,Close the gap on energy access,,,,10414.0-4,DOM,,Dominican Republic,214.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Dominican Republic,RBLAC,Upper middle income,,SIDS,,High,Clean Up-2,0,0.0,Other,Capacity Building Training,"Train 4,500 individuals in the Dominican Republic to close the gap on energy access as part of the GEF SGP 7th Operational Phase – Core (Part 2) project."
10414,GEF SGP 7th Operational Phase – Core (Part 2),https://www.thegef.org/projects-operations/projects/10414,20919834.0,Other,Number of enterprises with access to energy for productive purposes,0,200,Achieved on date: 125,,,Non-VF,,Close the gap on energy access,,,,10414.0-5,DOM,,Dominican Republic,214.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Dominican Republic,RBLAC,Upper middle income,,SIDS,,High,Clean Up-2,100,20000.0,Other,Medium Enterprises,Provide access to energy for productive purposes to 200 enterprises in the Dominican Republic.
10414,GEF SGP 7th Operational Phase – Core (Part 2),https://www.thegef.org/projects-operations/projects/10414,20919834.0,Other,Number of entrepreneurs trained,0,20,12,,,Non-VF,,Close the gap on energy access,,,,10414.0-6,DOM,,Dominican Republic,214.0,Americas,Latin America and the Caribbean,Caribbean,yes,yes,GRULAC,Dominican Republic,RBLAC,Upper middle income,,SIDS,,High,Clean Up-2,100,2000.0,Other,Entrepreneurship Training,Train 20 entrepreneurs in the Dominican Republic to close the gap on energy access.
